#review	#polarity
평소 신촌가면 자주 이용하던 숙소였습니다.처음 방을 배정받고 올라가서가방을 내려놓고 겉옷만 벗어서 걸어놓은 채로베개를 들춰보았습니다 그런데..생식기 털부터 여자 머리카락까지..순간 구역질이 올라오는걸 참고너무너무 피곤한데도 불구하고도저히 저 침대에서 잘 수 없을 것 같아프론트에 전화해서 방이 너무 더러운데어떻게 해야하냐고 했더니교체해드린다고 바꿀 방은 체크 후에 해드린다고기다리라고 하셨고 금방 올라오셨습니다직원분이 다른 방을 깔끔한지 체크하시더니저희보고 한번 확인해보시겠어요 하길래베개를 들췄더니 똑같은 일이 벌어졌습니다(흰색커버 사진이 바꾼방, 초록색 시트가 같이 찍힌 사진이 원래 배정받은 방입니다)그래서 직원분한테 또 더러운데 어떡하냐고 했지만죄송하다는 말은 일체 없었습니다그래서 방을 또 교체해달라고 했고 프론트에 내려갔다 온다고 했습니다. 저희는 더러운 이불에 앉기 싫어 서서 기다렸고 직원은 올라오고나서 하는 말이 “취소 해드릴게요” 였습니다. 저희는 당황해서 네? 무슨 말씀이신지 라고 되물었더니 이미 다른사람들이 예약해놔서 방을 바꿔줄 수 없다고 환불 해준다고 하더군요. (이해가 안가는게 청소 후에 그분들을 배정해주고 우리는 청소가 완료된 방에 배정해주면 되는 것 아닙니까?) 그러나 이미 시간이 늦은 시간인 새벽한시였고 엄청 피곤한 와중에 다른 숙소를 찾아다니면서 들어가야 되는 것이 싫었습니다. 다른 숙소에 방이 남아있다는 보장도 없고요. 그래서 결국 시트를 새걸로 보는 앞에서 교체해 달라고 했고저희 눈으로 확인하고 알겠다고 했습니다.그것도 이불은 그대로 두고 베개랑 시트만 바꿨더라고요? 그리고 죄송하다는 말이 먼저 아닙니까? 죄송하다는 말은 끝까지 한번도 안하더군요 요즘 모텔이나 호텔이나 언론에서 청결문제로 많이 논란이 되고 있는 와중에 제가 자주 이용하던 이 숙소는 문제가 없을거라고 생각했던 제가 바보같습니다. 저 더러운 침대에 누워 아무것도 모르고 잤을거라고 생각하면 정말 구역질이 납니다. 호텔이라는 이름만 달아놨지 더럽고 불친절한 숙소입니다.	0
세면대에서 온수가 안나옵니다. 그리고 약간 춥고 방음이 잘 안됩니다. 피씨 소리도 안나요.그건 그렇다 치고, 카운터 직원분 너무 불친절해요숙박예약에 대실예약까지 하고 입실전에 대실까지 예약한거 직원분께 확인까지 받고 입실했는데,숙박 예약끝날때쯤 전화와서 설마하고 받으니 퇴실준비하라길래 대실예약 했다, 어제 확인 받았다 하니 모르시는 눈치..아니나 다를까 세네번정도 더 전화해서 확인하시더군요.여러번 전화 온거? 그럴수있지 했어요.근데 직원분 말투가 너무 불친절해서 기분 확 잡쳤습니다.통화 세네번 할때 단한번도 친절하지 않으셨어요.직원 교육이랑 직원간 커뮤니케이션 잘좀 하셨으면 싶습니다.. 기분이 너무 안좋았네요.	0
시설은 좋은데.. 대실 11시까지 예약하고 입실 시에도 그렇게 안내받았는데 10시 15분쯤 객실로 전화와서 다음 예약자 대기 중이니 빨리 나오라는 짜증스런 목소리의 여직원.빠르게 뭐라하길래 정신없어서 일단 끊었는데 앱 켜서 예약내역 다시 봤더니 11시가 맞길래 카운터로 다시 전화했더니 남자직원이 받음. 얘기했더니 착오가 있었다고 11시 맞다 하고 끝. 퇴실 시에도 별말 없음.직원 교육 좀 제대로 하시길. 자주 가는데 이번엔 좀 불쾌하네요.	0
방안 벽 구석구석 곰팡이가 너무심했이요..301호입니다물 때도 그렇구 수건도 깜빡하신건지 2개밖에없고방음도 그렇구..별로였습니다.사진에 속았네요	0
새벽에 다른 객실 사람들이 너무 시끄럽게 떠들고복도에 나와서까지도 떠들어서 카운터에 전화를 계속 했는데 아무도 받지도 않고저번에 이용했을때 창틀에 껌 씹고 버린 휴지있어서후기에 남겼었었는데 이번에 이용할때 또 창틀에쓰레기들이 남아있었어요그리고 아침에 자고 있는데 누군가 문을 열어서놀래서 깨보니까 문은 그대로 열려있고 허겁지겁 밖에 나가봤더니 아무도 없었습니다가끔 이용했던곳이었는데 진짜 최악중에 최악이었어요	0
여러가지로 좀 짜증남 침대사이도 엄청좁아서 핸드폰 떨어지니 아예 뒤집어 엎어야했음 물론 그밑엔 엄청난쓰레기..;	0
1. 차량 소지시 일반실 안됨을 미리 공지하지 않았으며 직원말하는태도 좋지않음2. 친절도굉장히떨어짐 결론: 지들이 미리 공지하지도 않아놓고. 말도. 하려면하라. 안하려면 나가라식임.... 어이가없었음	0
차를갖고가면 무조껀 디럭스로 요금 추가 해야된다해서 취소해달라니깐 여기어때전화해서 알아서 취소하라고하네요. 일단 울며겨자먹기로 주차비로 2만원냈습니다. 디럭스로 들어가고나니 방이 너무 좁네요. 침대에서 손뻗으면 앞뒤좌우 손안닿는곳이없고 쫍다보니 바닥에 잇는가구에 부딧쳐서 다치게되요. 그리고 티비큰편이였지만 유선채널만 나오던데 무용지물같아보이고 핸드폰 충전기도 고장나서 됬다안됬다 그러네요. 이런곳이 8만원이라니 돈이아깝단생각이 듭니다.	0
우선 씻고나왔는데 물이 밖으로세고있었구요프론트에알려줬을때 방이없다며 그냥 쓰라고하더라구요원래 배수구가막혀서 그런거라며 당연스럽게말하는데 사전에안내도없고 서비스가 굉장히별로였습니다	0
별로였던거같아요 시설도 그렇게 좋지는 않고 근데 인테리어는 연인끼리가면 좋은 그런 이쁘장한 인테리어에요	0
최악이다......................다시는 안오려고합니더와 이건 수용소도 아니고	0
별로 친절하지도 않고..늦게 나온 것이 잘못이긴 하지만 득달같이 전화함...(짜증...)시설도 그닥 좋지도 않고..이제부턴 안갑니다...	0
욕실 문이 없는 건 그렇다 치고, 객실에 담배 냄새는 참... 	0
일반실 썼는데 생각보다 별로였음. 다른 사람들은 적어도 그 이상급을 사용하길 바람	0
고객 응대가 많이 아쉬웠습니다. 서비스 개선이 시급하네요. 방은 욕실이 오픈형이라 습기가 많이 차 아쉬웠어요~ 그 외엔 만족합니다.	0
리뷰를 사실 쓰지 않는데요.요전은 화가 너무 나서 어쩔수가 없다.어플 이용하여 예약을 하고 주차 문제가 있을거 같아 예약후 전화 했는데요.. 제가 하는 질문에 있어 지금은 입실 시 상황을 알수가 없다고 그때 되야 안다는데 . 주차 공간 없으면 개인적으로 유료 주차장 이용 하라고 하는데... 이게 무슨 소린지... 참.... 고객 대응에 있어 직원 분들이 서비스가 좀.... 영..... 아닌듯 하구요.도착후 주차는 잘 했습니다..주차문제가 해결이 되니... 이젠 객실이....습하고 벌레 있고는 그래 이해 해보자 이랬는데.테이블에 과자부스러기에 머리카락에 테이블 밑에는 언제 청소 했는지 모를 정도에 먼지와 이상한 하얀것들이 있엇습니다..청소하시는분 혼자서 하시던데.. 그분 땀 흘리시는거 안쓰러웠숩니다.. 청소 하시는 분을 더 늘리시던가 아니면 카운터에 2명 있지말고 한분은 청소를 같이해주시는게 어떨까 합니다.다시는 안갈거 같네요. 물론 업체에서도 단골 만들려는 생각 없는거 같으니까요. 안와도 된다 ?! 뭐 이런식으로 응대하는건 좀....욕이 앞니뒤에 숨어서 요동치네요!...	0
연말에 기분만 더러워져서 새해를 맞게 됐네요. 데스크 직원의 전화받는 억양도 맘에 안들고요. 가격 시설도 중요하지만 사람상대 그렇게 하는 곳은 참 이기적인 가게네요.	0
솔직히 후기 믿고 갔는데 좀 실망 스럽습니다프론트에 여자직원분 엄청 깐깐하시고 더운 여름날이었는데 더 더워졌습니다사진에서 보는 실제 방 사진이랑 다르다고 그거 보지 말라고 하시고 고시텔에 큰 욕조 하나있던 느낌입니다여행차 방문 하게되서 짐을 놓고 잠시 외출할때도 어디가는지 부터 언제오는지 왜 물어보시는지저희가 모텔에 숙박을 하러간간지 수련회 간간지 모를정도 였습니다굉장히 불쾌했습니다서비스에서 그렇게 불친절하다보니 방이 좋아보일리 없죠에어컨은 전혀 시원하지 않고 선풍기바람 같습니다관리를 전혀 않하시나봅니다그리고 일반실이 전부 내부점검? 중이라고 특실을 강요하는거 부터 기분이 안좋았습니다 모텔내부점검을 왜 입실시간에 하는건가요? 의도된건지 정말인지 모르겠지만 영업적으로 밖에 안보입니다 제휴로 올려놓은 곳에 사진이 실제와 다르다는거 부터가 관리를 하시는지가 의문입니다사진수정해주세요 틀리다고 하셨으니깐요한마디로 완전 별로였습니다	0
시설 오래되고 방은 사진과 다르고 손에잡히는것 바닥 찝찝하게 끈적이고 물줄기 약하고 담배냄새 진동에 쿰쿰한 냄새까지 끝판왕 역대최악	0
천장물이세서 한숨도못잤습니다카운터에 전화도안받고..새벽에 몸이너무축축해 일어나니 온몸이 물에젖어있고 돈내고왜이고생을 해야했나모르겟네요	0
사진과는 달리 욕조가 없네요. 들어오자마자 퀘퀘한 냄새는 진동을 하는데 창문이 없어 답답했어요.샤워기 거치대와 고데기는 부숴져 있고 침구류는 누렇네요. 냉장고 음료는 다 얼어있어요. 컴퓨터는 2대가 있지만 인터넷이 안 되더라고요. 저는 이런 곳이 처음이네요 싼 맛에 묵는다지만..	0
청소가왜이렇게..............말이안나오네요....	0
지금까지 다녀본중 최악최악청소조차는 해놓지도 않고 사람을 받음머리카락과 핏자국은 사방천지에 있음아무리 대실한다고 하지만 이건 아닌거 같음밖에서 자는 한이 있어도 두번다시 재방문은하지 않을꺼 같애요	0
1. 침대에서 남이쓰던 콘돔이 올려있음2. 현관문이 안잠김. 너무 소름돋고 무서움3. 온수 10분 틀어놨는데, 보일러 안켜듯진하여 인터폰했더니 다른방은 잘 나온다며 하고, 바로 온수나옴. 솔직하게 꺼져있다고 말하고 온수 틀겠다고 하는편이 나음.4. 수압 겁나 약함5. 걍 술취해서 써게 한번 혼자 잘거면 적당	0
예상시간보다 일찍나가게됬는데 나간다고 말도 안했는데 차를 대기시켜놓고. 카드키를 뽑아서 센서로 안다고해도 엘베타는 그짧은시간에... 유독 거울도 진짜 많고..몰카 조심하세요	0
대실 예약하고 좋은기억이 있었는대숙발할라고 숙박잡았는대 너무실망입니다 갔는대 바닥에 조그만한것도아니고 크게 녹도쓰러있고 화장실에서 샤워하는대 샤워고정기도 부러져있고 화장실에서 밖으로 물도 세고 다시는 안갑니다	0
카운터 보시는 사장님이 너무 불친절하네요;; 청결상태나 시설은 마음에 드는데 서비스가 불친절하니 다른 것까지 별로에요. 기분좋게 들어가다가 들어가자마자 나올때까지 기분이 나쁘네요.	0
자주가는곳인데 방마다 편차가 심하네요.첨만큼 깨끗하지않아 좀 그래요	0
대실하는데 1분지났다고 추가요금 말하네요......자주갔는데 늦긴했어도 추가요금 다내고 대실하다가 숙박도 많이했는데 카운더 마른 아저씨가 맨날 성질내네요 다신안가요 님들도 여긴 직원이 너무 불친절해서 안가시는게 좋을거같내요 그러면서 저번에 불친절해서 리뷰 작성했더니 그것까지도 얘기하네요 뻘쭘하게 다신안가요 시설좋고 다른 직원 좋아서 가는데 카운터보는 마른분때매 죽어도 안가요~~	0
대실예약후 방문함 프론트에서 일반실예약후 여기욕조있는거맞죠,?물어보니 일반실은없다고 사진은 전체객실사진이라 특실부터있다고 그럼사진구분을해놧어야지 피곤좀풀겸욕조작은거라도있는거같아예약햇는데 5천원추가하면욕조있는방준다길래 추가후올라감일반실이라그런지 아주작은욕조 그러타침더과관인건 침대청결 아주최악의악악악악이불위누구꺼인지모르는머리카락과뽀털들이가득가득이불과시트는갈지도안은거같음 이불들쳐보니 그안에도 머리카락과뽀털가득가득 얼굴덜룩묻은자국그대로 토나오는줄 와~~~이건진짜 수건으로대충털고누웟는데 온몸이가려움 졸찝찝해서 수건깔고누움 있는내내찝찝함본건복지부에신고할려다참음 진짜청소제대로하시길 피부병난거청구할려다말앗음	0
일단 시간표기와 안내가 엉망이네요 그리고 샤워하면 방으로 물이 넘는 샤워시설도애매하네요 또 서비스도 고객응대하시는 사장님이 응대를 제대로 안해주시네요 썩 좋은 기분으로 나오질 못해서 별로였습니다.	0
방에들어가자마자발견한머리카락이몇갠지 거기다테이블밑엔끈적한무언가가전혀닦여있지않고 슬리퍼는다떨어져있는데다 손씻는세면대에안치워진믹스커피조각과찬물밖에안나오는약한수압까지 뭐.. 인테리어자체는만족했지만 청결은마이너스내요 좋은날에얼굴붉히고싶지않아 당장은넘어갔지만 다신안가고싶어요	0
이불에 머리카락있고 시트구겨져있는게 대실받고 시트안갈은듯 하네요. 말해봣자 아니라고할것같아 그냥찜찜하게 있다가요. 그래도 저번처럼 화장실서 하수구냄새안나서 다행이라생각해요. 조금만신경써주면 좋을듯한데.. 3번째인데 올때마다아쉽네요.	0
시설 노후화 ..심지어 변기마저삐그덕..침대시트는 축축하고 음식물이 묻어있었음..시트 교체안하는듯..굉장히 찝찝했어요	0
사진이랑 좀 다르네요. 정확히 말하면 욕조가 없는 방을 주셨네요. 사진에는 욕조도 있고 넓어보였는데... 방은 생각보다 좁았고 화장실은 욕조는 커녕 엄청 좁았어요. 좁은데 사진에는 거울로 넓어보이게 한 것 같네요. 그리고 베개에는 먼지랑 머리카락이 그대로 묻어있어서 이용시간 내내 신경쓰이고 불편했어요. 다시는 안 갈 것 같네요.	0
가끔 올때마다. 청결상태 최악이네요바닥엔 머리카락 부터 털들 그대로있고 침대 베개엔 머리카락 다붙어있고. 정말 이해안가네요이정도면 청소를 안하는거 아닌가요?보이는곳도 더러운데 안보이는곳은 얼마나 더러울지안봐도 뻔하네요. 다신오고싶지않네요	0
자주 이용 하던 곳 이였는데 오늘은 청결상태가엉망이네요 침대, 바닥에도 머리카락도 많이 있네요1시간 쉬다가 퇴실했어요	0
사진이랑 다른 객실로 안내받았고 청결상태는 최악이네요발판은 며칠그냥 쓴것같이 지저분하고 테이블,바닥은 먼지와 이물질이 가득하고 ... 물티슈로 여기저기 닦다가 나왔네요	0
직원분들은 친절하나,객실이 사진과 전혀 다르고연말이라고 11만원 받으셨지만전혀 갚어치 못하는 방입니다욕실 청결상태는 최악일뿐더러,방 크기도 사진과 전혀 다른방입니다두번다시 방문하고 싶지 않네요;;;	0
왠만함 이런거안남기는데 언제부턴가 청결 진짜 안쓰던방주는것처럼 첨이라 방이없나보다 생각했는데 오자마자 침실 엎드리고 이불걷는순간 애벌레 기어나와서 걍죽여버림 인증찍기도 이상황에..	0
서비스는 그럭저럭 챙겨주려는거같은데 방 상태 지져분하고 선정리 안되있고 티비는 꺼지지도 않고 컴퓨터 두대있는데 하나는 인터넷도 안되고 티비는 외부입력도 안되고 아무것도 되는게 없네	0
그냥 사진에 나온방은 다른나라라 생각하세요욕조도 없고 페인트칠도 벗겨져있고 좁고욕조있는방 없냐니까 없답니다 사진에는 버젓이 있는것처럼. 해놓고 다른방 텅텅비었는데괜히 이 어플이용했다는 생각이....	0
매번 가는데가 있는데, 우연찮게 이쪽으로 예약을 했네요. 웬만하면 싫은소리 잘 안하지만,청소상태 불량 및 냄새도 많이나서 다음에 이용하기가 좀 거북하네요. 운영자님 잘 참고하시기 바랍니다.	0
사진이랑 너무 심하게 다르고 일요일예약인데사람이 꽉 찼다며 예약한 스파방과 다른일반실로 줬습니다. 심지어 침구에 머리카락과 먼지가 잔뜩 있습니다. 굉장히 실망스러운 곳 이였습니다. 두 번 다시 오고싶지않은 곳 입니다.	0
방디잔인 보고 일부러 여기 온 건데 생각했던 곳 도 아니었고 웨이팅도 있었고 물 비린내가 엄청나서 불쾌했습니다 다신 안 올래요^^~	0
리뷰 알바쓰세요? 직원 교육을 다시 해주시던가 아님 직원을 바꿔주시던가 불친절하고 싸가지없어요.안좋은 리뷰마다 프론트로 문의 주시지 그랬냐고 다시던데 입구에서부터 정털리고 짜증나는데 전화걸면 기분만 상하지 딱히 해결될 문제 같진 않고 청소도 엉망이였어요. 덕분에 전 손님 어떤 콘돔 쓰시는지 잘 알았고요 방에서 바퀴벌레 나왔으니까 방역을 하시든 잡아내시든 어떻게 하셔야 할듯요 저는 아마 두번다신 안갈것 같고요 오랜만에 어플켰다가 짜증났던게 몰아쳐서 쓰네요 수고하세요^^	0
천장에선 물떨어지고..싱크대바닥에선 물나고오..월풀은 계속 고장이고..월풀도 우리잘못인척하더니..켜주고가니 다시멈충..난리도 난리도 이런난리없었습니다.동료들이랑 신년파티 여기때문에 다 망쳤어요.안좋은후기마다 사과보다는 구구절절 댓글다는거보고 이상하다싶었는데..변명하기 급급한 직원들보니 기본이안된곳임..예약전에는 친절하던 직원들도 계산후에 돌변.추가주차 만원안받은걸 얘기하며 물떨어지는걸 이해하라고..차라리 만원내고 할말하겠다고하니..주인이 출근해서 아침에사과한다더니..전혀 얘기없이 체크아웃..고객이아니라 호구였음.또 뭐라고 변명하며 댓글달지 기대됨	0
안가요 카운터 계신분 양아치도 아니고 왜 요금 값뜨기 하지?분명 요금이 다 나와있는데 이용내내 불쾌 했어요	0
엄청보채고 엄청더럽고 시설은 완전 노화 됐고 이불에머리카락범벅이고 화장실변기통막혀있고 다신안가요	0
아 아래 노래주점. 진짜 시끄럽네요 어떻게. 조치 좀 취해주세요 편하게 쉬다가고 싶었는데..	0
저렴함 가격에 들어간거지만.. 방도 너무 작고.. 특히 사람 대실하고 바로 들어가니. 시트는 안갈고 머리가락은 돌아다니고..	0
한두번 이용하는것도 아닌데 퇴실 콜 너무 계속하네요알아서 나가는데 마치 쫓아내는 느낌이 들어서 불쾌했어요	0
화장실 바닥에서 벌레 올라왔어요 쓰는내내 불쾌 했어요 다시 갈지 안갈지 모르겠지만청결을 워해 조치해주세요 수고하세요	0
사진과는 너무 다르네요왜 사진과 다르냐고하니예약으론 고를수 없다고 하네요증말 많이 실망하고 갑니다..	0
그림이랑 완전 다른곳으로 주고방도 엄청 더러웠어요 바닥에 머리카락 떨어져 있고수건에서는 냄새나고..정말 최악이었어요.. 남친과 장거리 연애중이라 좋은곳 가려고 사진보고 예약했는데 정말 최악이었고 창피했어요..	0
방에 먼지, 욕조에딸기잼인지 뭔지 드럽게 묻어있고, 비개는 하얀색이 아닌 누리끼리, 에어컨도 수동, 컴퓨터한대는 목이 나가있고아진짜이렇게안쓰고싶은데여태쓰면서최악입니다.방이없다그래서어쩔수없이쓰긴했는데 55000원주고쓰기진짜짜증났어요아무리할인된금액이라고해도그돈이땅파면나오는것도아니고이럴줄알았음여인숙갈걸그랬어요.말이호텔이지 뭐가다른지;;;;;;	0
무한대실 가격표에 금액이 나와있는데 돈 왜 더 받나요? 공지에 금액을 제대로 올리시던지요 6000원인가 더 받네요 담배값할려고 그러나?	0
잠을 도저히 잘 수가 없습니다노래방 노랫소리와 주위업소 스피커 울림까지 절대 숙박업소로 사용할 수가 없네요 시끄러워서 새벽까지 잠을 못 자고 있는데..직원들의 무책임하고 불친절한 태도까지 상당히 불쾌하네요	0
218호... 샤워실에서 방으로 물이 계속 샙니다.그것도 물에서 역한 하수구냄새가 나요..첨부터 알았더라면 교체를 요구했을텐데샤워 후라 귀찮아서 그냥 써야지 했는데..이건 좀 심한것 같습니다.스탭들은 분명 알았을텐데도 객실배치를 하신건지요??혹시 여기어때 회원에게는 수수료등으로 인해 안좋은 방을 주시는건 아니겠죠?현장결제 할때와 너무 차이가 나서 드는 생각입니다.암튼 218호 정말 최악이었습니다.대로변 2층이라 환기를 위해 창문도 열기 힘들었구요..시급한 수리와 개선이 필요할듯 합니다.	0
토요일에 213호 이용한 손님 입니다 겉보기엔 깨끗해 보였는데 냉장고에 전 손님이 먹다가 남긴 환타 포도맛 캔 그대로 있고 개수대 물 틀어놨는데 바닥에 이상한 벌레들 막내려왔어요 꿈틀거렸고요 씻는내내 여자친구가 찢찝해서 다신 안온다고 합니다 뭐 이런 방이 다 있죠? 화장실도 문을 좀 만들어서 닫을수 있게 하던가 샤워할때 바닥물은 빠지지도 않고 다신 안갑니다 에이 퉷 드러워서 원.. 비싸긴 드럽게 비싸고	0
숙박 7만원이라서 전화했더니 대실이 7만이라는데 가격수정 해주시고, 현금만 받으시려나 봅니다.	0
일단 주말 바로예약 안받을거면 바로예약업체에서 빼세요이렇게 방음 안되는곳 보다보다 처음보네요11시부터 전화해서 퇴실하라고 서너번씩 전화해서 짜증나게 해줘서 고맙구요그리고 인간적으로 이전 투숙객이 썼던 용품은 치웁시다안쓴거긴 하지만 콘돔 직접 치웠습니다	0
쿠폰으로 예약했는데예약한 방을 안주시고다른 방을 주셨길래예약한방을 달라고 요청했는데결국 다른 방을 주시네요.그냥 잤습니다.	0
그닥..별로 너무 시꾸러워씀..시끄러워서 잠못자서 대실까지 끈엇는데..돈아까움..	0
싼이유가있는곳바닥에 얼룩진거 그대로있고 화장실바닥에 곰팡이인지 씨커멓게 그을져있고 방음진짜안되서 다른곳 샤워하는데 물소리 다들리고 진짜 별로였어요	0
사진에도 없던 방을 줬네요 사진이랑 전혀 다릅니다발에 뭐가 밞힐만큼 바닥이 더럽고 세면대 호수에서 물은 계속 새서 습하고 담배냄새도 심합니다	0
대체적으로 지저분합니다첫번째로 배정받은 방에 들어갔더니 쾨쾨한 냄새나고불켜보니 침대가 있는쪽 벽 위에 피인지 뭔지 갈색깔로 된 손자국 여러개 찍혀있었음. 굉장히 불쾌하고찝찝해서 방을 바꿔달라고함 두번째 바꿔서 들어간방은 첫번째방보단 나았으나 침대 옆 거울에 쌓여있는 먼지들이 눈에띄었고 비우지 않은 휴지통이 있었음.. 청소를 안하는듯이용하는내내불쾌했네요. 솔직히 이런방은 환불정책이고 뭐고 그냥 환불해줘야할듯. 정상적인 방을 준비 했을때 환불정책 따지는거지 자기들의 업무도 똑바로 안해놓고 환불정책이니 뭐니 얘기하는건 비매너인듯	0
일반실은 욕조 없는데 있는 것 처럼 보이게 되어 있더라구요... 방은 들어가자마자 담배 냄새가 엄청 심해서 머리 아플 정도였습니다. 긴 대실 시간 이외에는 장점이 없었습니다!!!!	0
1시퇴실인데 12시반부터 문 두드려서 나가라그러고 지저분한데 소음까지.심함	0
발렛파킹해준다고해서 맡기고 자고 나왔는데 반지가없어져서 저나햇더니 자기를 도둑놈취급하냐고 욕하고 끈어버린곳이네요 다들 발렛은 맡기지마시길~	0
1. 역시나 방음은 잘되어있지 않다2. 객실에 담배냄새..3. 객실내 바닥에 머리카락이 너무 많음	0
와서 보면 사용시마다 스탬프 찍어준다고 해놓곤 찍어주세요 하니 어플 통해서 결제하면 안찍어드려요 와서 현장 결제로만 찍어드립니다 해서 아 그래요? 그랬더니 말씀드렸는데요 이러네요 언제 그런걸 말해주셨는지...? 차라리 아 그냥 그렇습니다 하면 그러려니 하지 제가 언제 왔는지는 알고 그렇게 말하시는건지?	0
하수도 냄새에 자다가 토나와서 그냥나옴여인숙보다못함 바로옆 공사 미세먼지가 온방에가득사진하고 완전다름 욕조없고 완전 노후 이런곳은 처음봣음	0
예약시 에러가 났는데 ...결재되버림결국 방값만 나가고 사용은 못함환불도 안되고 돈만 버림.	0
급하게 빈방이없어 겨우 예약하고 늦은밤 입실했어요 객실수준에 크게 신경안쓰는데 낡은시설뿐아니라 머리카락 이물질 음식물 등 청소에 너무 신경을안쓰시는듯,,,	0
외출한다고 하고 나갔는데 멋대로 퇴실처리 하고 방을 다 치워버려서 콘돔이랑 케이스 잃어버렸네요 가시게 되면 주의하세요 갑자기 와서 청소할수도---- 전화를 받든 안받든 저는 돈을 지불하고 대실을 했습니다.외출이라고 말도 했고 짐도 두고갔고요 멋대로 짐도 치워서 잃어버리기도 했네요.죄송하다는 말 한마디 없이 당연하다는 태도 매우 놀라웠습니다. 가격이 저렴한데는 이유가 있다는걸 알아챘어야 하는데.. 제 불찰이네요. 번창하세요. 죄송하게도 저는 또 뵙지는 못하겠네요.	0
다른 사람이 묵고 있는 방키를 줘서..괭장히 불쾌했습니다이불커버도 교체 잘 안하는듯 하네요.기분나빠서 다신 안갑니다	0
청결과 시설이 최악입니다. 기본적으로 청소용역을 바꿔야하겠네요욕실에 전반적으로 얼룩들이 그대로 남아있고 샤워기 호수도 고장나서 물이 그대로 세는대로 방치가 되었네요. 냉장고에서도 성애가 낀게 물이되어 흥건하게 세고있고 . 변기에 전 사람이 남기고간 담배재 얼룩이 그대로 있고 가운에도 때가 그대로 묻어있었고요. 그리고 커피포트에 누군가가 음식물쓰래기를 그냥 버린것이 치워지지않고 방치되어 있었네요. 기본적인 위생 청결 시설이 너무 최악이라 찝찝하게 묵었습니다	0
화장실엔 담배 냄새가 심하고 가운에서도 이상한 냄새가 나서 도저히 입을 수 가 없었어요사진엔 욕조가 있길래 욕조가 있는 줄 알았는데 욕조도 없었구요난방 조절하는 법도 모르겠고 너무 더워서 잠을 제대로 못잤네요	0
매번 갈때마다 느끼는거지만.. 모기가 너무 많아요.. 그래도 근처에서 인테리어 가장 무난한편이라 자주 이용하는데.. 정말 매번 후회하면서도 개선됐겠지 하면서 또 방문.. 또속고 또속고.. 밤새 모기때문에 잠한숨 못자고.. 한 10~20군데 넘게 물렸어요.. 한시간 자다가 열받아서 그냥 밤샜습니다.. 해뜨니깐 모기가 잠잠해지데요..너무 피곤해서 그담날 일정 다 포기하고 그냥 대실연장하고 쭉쉬었어요.. 대실연장하면서 정중하게 모기가 많다 컴플레인하면서 모기없는 다른방 부탁드린다고 하니 모기가 있는지 없는지 모른다 알아서 하시라며 귀찮은듯 건성건성 대답하시네요.. 남자분은 정말 친절하신데 여자분은 서비스마인드가 많이 부족해 보이셨어요.그리구 모기 많은거 청소한뒤에 문을 활짝 열어놓으니 그렇겠죠.. 담배냄새나 환기때문에 어쩔수없이 열어놔야한다면 건물방역을 하시든지 아님 방충망을 설치하든지 모기잡는기계를 방마다 걸어놓으시든지 아님 문을닫고 환풍기를 방마다 설치를 하시든지 방법을 강구하실 생각을 하셔야죠.. 비용지불하고 편히 쉬어야할 숙소에서 손님이 그걸 고민하고 있어야 하는건가요.. 손님이 피해보고 있어야하는거고..너무 무책임 하신거 아닙니까..	0
방은 크고 넗은데 위생이 별루인듯.화장실에 욕조에 물을 채우니깐 바닥에 물이 나오고 침대에는 뭐가 묻어있고 별루인듯	0
발렛해준다더니 차고장내서 수리비만 100만원이네요 방안에 먼지는 뒹굴고 퀴퀴한 냄세까지 정말최악입니다 5천원더주고 주변에 다른곳가시길	0
이 모텔 한두번 온 것도 아니고 저번에 왔을때 방만 드럽다고 생각 했었는데 오늘 왔을때는 전날 예약해서 대실하로 갔는데 방도 없다하고 죄송하다는 말 한마디도 안해주시네요 기분 안좋아서 취소 하고 다른 모텔 가려구요	0
여기만 거의2년을다녔습니다. 정말 단골입니다.그동안은 만족하며 잘다녔는데, 이제 사람좀많이오고 돈좀버셔서그런지, 얼마전부터는 주말 대실도 8시간에서 7시간으로변경되고, 쿠폰사용하려고 문의했더니,쿠폰으로 이용하는 대실시간또한 12시간에서 말도없이6시간으로 바뀌었다고하네요.대실시간1시간줄어든거야 이해합니다만, 쿠폰시간을 반토막내는거는 괘씸하네요. 쿠폰모을정도면 단골이라는뜻인데 단골손님들에게 이런식으로 장사하시나요?쿠폰모은거 사용할생각없고, 이젠그만다니려고합니다. 그동안 수많은대실과 쿠폰3~4번 이용 잘했습니다. 수고하세요.	0
완전 허름하고, 디럭스룸인데도 욕조가 없네요. 침대 매트리스도 너무 얇고 딱딱했어요. 거기에 주변 공사 소리가 어찌나 큰 지....	0
직원분들은 괜찮았지만 방크기가 사진이랑 다르기도하고 이불에 피?도 묻어있었고 리모콘엔 양념치킨묻어있고그랬어요	0
방이 너무너무너너무 추웠습니다....그리고 직원 중 한명 넘나 불친절해서 기분나빳음	0
많이간 곳인데 장사가 잘되서 그런지 주말에 예약을 3시 이후 밖에 안되고 주차하면 만원 달라고 하고 완전 별로에요. 시설도 그렇게 좋지도 않고 담배냄새나고 시간많이줘서 가는 곳이에요.	0
